company,ticker,cik,period_end,cash,current_assets,total_assets,inventory,receivables,current_liabilities,total_liabilities,equity,working_capital,current_ratio,debt_to_equity,debt_to_assets,cash_ratio
Apple Inc.,AAPL,320193,9/29/2007,9352000000,,,,,,,,,,,,
Apple Inc.,AAPL,320193,6/28/2008,9373000000,,,,,,,,,,,,
Apple Inc.,AAPL,320193,9/27/2008,11875000000,32311000000,39572000000,509000000,2422000000,14092000000,18542000000,21030000000,18219000000,2.292861198,0.88169282,0.468563631,0.842676696
Apple Inc.,AAPL,320193,12/27/2008,7236000000,,,,,,,,,,,,
Apple Inc.,AAPL,320193,3/28/2009,4466000000,,,,,,,,,,,,
Apple Inc.,AAPL,320193,6/27/2009,5605000000,35170000000,48140000000,380000000,2686000000,16661000000,22252000000,25888000000,18509000000,2.110917712,0.859548826,0.462235147,0.336414381
Apple Inc.,AAPL,320193,9/26/2009,5263000000,31555000000,47501000000,455000000,3361000000,11506000000,15861000000,31640000000,20049000000,2.742482183,0.501295828,0.33390876,0.457413523
Apple Inc.,AAPL,320193,12/26/2009,7609000000,33332000000,53926000000,576000000,3090000000,13097000000,18158000000,35768000000,20235000000,2.545010308,0.507660479,0.336720691,0.580972742
Apple Inc.,AAPL,320193,3/27/2010,10018000000,32336000000,57057000000,638000000,2886000000,12229000000,17709000000,39348000000,20107000000,2.644206395,0.450060994,0.310373837,0.819200262
Apple Inc.,AAPL,320193,6/26/2010,9705000000,36033000000,64725000000,942000000,3447000000,15612000000,21614000000,43111000000,20421000000,2.308032283,0.501356962,0.333935883,0.621637202
Apple Inc.,AAPL,320193,9/25/2010,11261000000,41678000000,75183000000,1051000000,5510000000,20722000000,27392000000,47791000000,20956000000,2.011292346,0.573162311,0.364337683,0.543432101
Apple Inc.,AAPL,320193,12/25/2010,10734000000,43927000000,86742000000,885000000,6027000000,23795000000,32076000000,54666000000,20132000000,1.846060097,0.586763253,0.369786263,0.451103173
Apple Inc.,AAPL,320193,3/26/2011,15978000000,46997000000,94904000000,930000000,5798000000,24327000000,33427000000,61477000000,22670000000,1.931886381,0.543731802,0.352219085,0.656801085
Apple Inc.,AAPL,320193,6/25/2011,12091000000,46898000000,1.06758E+11,889000000,6102000000,26859000000,37415000000,69343000000,20039000000,1.746081388,0.539564195,0.350465539,0.45016568
Apple Inc.,AAPL,320193,9/24/2011,9815000000,44988000000,1.16371E+11,776000000,5369000000,27970000000,39756000000,76615000000,17018000000,1.608437612,0.518906219,0.341631506,0.350911691
Apple Inc.,AAPL,320193,12/31/2011,10310000000,54771000000,1.38681E+11,1236000000,8930000000,34607000000,48627000000,90054000000,20164000000,1.582656688,0.539976014,0.350639237,0.297916606
Apple Inc.,AAPL,320193,3/31/2012,10121000000,50712000000,1.50934E+11,1102000000,7042000000,32036000000,48436000000,1.02498E+11,18676000000,1.58296916,0.472555562,0.320908477,0.315925833
Apple Inc.,AAPL,320193,6/30/2012,7945000000,51943000000,1.62896E+11,1122000000,7657000000,33060000000,51150000000,1.11746E+11,18883000000,1.571173624,0.457734505,0.314004027,0.240320629
Apple Inc.,AAPL,320193,9/29/2012,10746000000,57653000000,1.76064E+11,791000000,10930000000,38542000000,57854000000,1.1821E+11,19111000000,1.495848685,0.489417139,0.328596419,0.278812724
Apple Inc.,AAPL,320193,12/29/2012,16154000000,72348000000,1.96088E+11,1455000000,11598000000,46879000000,68742000000,1.27346E+11,25469000000,1.543292306,0.539804941,0.350567092,0.344589262
Apple Inc.,AAPL,320193,3/30/2013,12053000000,63337000000,1.94743E+11,1245000000,7084000000,35508000000,59253000000,1.3549E+11,27829000000,1.783738876,0.437323788,0.304262541,0.339444632
Apple Inc.,AAPL,320193,6/29/2013,11248000000,68219000000,1.99856E+11,1697000000,8839000000,36319000000,76502000000,1.23354E+11,31900000000,1.878328148,0.620182564,0.382785606,0.309700157
Apple Inc.,AAPL,320193,9/28/2013,14259000000,73286000000,2.07E+11,1764000000,13102000000,43658000000,83451000000,1.23549E+11,29628000000,1.678638508,0.675448607,0.403144928,0.326606807
Apple Inc.,AAPL,320193,12/28/2013,14077000000,80347000000,2.25184E+11,2122000000,14200000000,53769000000,95500000000,1.29684E+11,26578000000,1.494299689,0.736405416,0.424097627,0.261805129
Apple Inc.,AAPL,320193,3/29/2014,18949000000,70541000000,2.05989E+11,1829000000,9700000000,43208000000,85810000000,1.20179E+11,27333000000,1.632591187,0.714018256,0.416575642,0.438553046
Apple Inc.,AAPL,320193,6/28/2014,12977000000,67949000000,2.2252E+11,1594000000,10788000000,46205000000,1.0158E+11,1.2094E+11,21744000000,1.47059842,0.839920622,0.456498292,0.28085705
Apple Inc.,AAPL,320193,9/27/2014,13844000000,68531000000,2.31839E+11,2111000000,17460000000,63448000000,1.20292E+11,1.11547E+11,5083000000,1.080112848,1.078397447,0.518860071,0.218194427
Apple Inc.,AAPL,320193,12/27/2014,19478000000,83403000000,2.61894E+11,2283000000,16709000000,73611000000,1.38566E+11,1.23328E+11,9792000000,1.133023597,1.123556694,0.529091923,0.264607192
Apple Inc.,AAPL,320193,3/28/2015,14489000000,67891000000,2.61194E+11,2396000000,10905000000,58729000000,1.32188E+11,1.29006E+11,9162000000,1.1560047,1.024665519,0.506091258,0.246709462
Apple Inc.,AAPL,320193,6/27/2015,15319000000,70953000000,2.73151E+11,2042000000,10370000000,65285000000,1.47474E+11,1.25677E+11,5668000000,1.086819331,1.173436667,0.539899177,0.234648081
Apple Inc.,AAPL,320193,9/26/2015,21120000000,89378000000,2.90479E+11,2349000000,16849000000,80610000000,1.71124E+11,1.19355E+11,8768000000,1.108770624,1.433739684,0.589109712,0.262002233
Apple Inc.,AAPL,320193,12/26/2015,16689000000,76219000000,2.93284E+11,2451000000,12953000000,76092000000,1.65017E+11,1.28267E+11,127000000,1.001669032,1.286511729,0.562652582,0.219326605
Apple Inc.,AAPL,320193,3/26/2016,21514000000,87592000000,3.05277E+11,2281000000,12229000000,68265000000,1.7482E+11,1.30457E+11,19327000000,1.283117264,1.34005841,0.57266024,0.315154179
Apple Inc.,AAPL,320193,6/25/2016,18237000000,93761000000,3.05602E+11,1831000000,11714000000,71486000000,1.79061E+11,1.26541E+11,22275000000,1.311599474,1.415043346,0.585928757,0.255112889
Apple Inc.,AAPL,320193,9/24/2016,20484000000,1.06869E+11,3.21686E+11,2132000000,15754000000,79006000000,1.93437E+11,1.28249E+11,27863000000,1.352669418,1.508292462,0.601322408,0.259271448
Apple Inc.,AAPL,320193,12/31/2016,16371000000,1.03332E+11,3.31141E+11,2712000000,14057000000,84130000000,1.98751E+11,1.3239E+11,19202000000,1.228242006,1.501253871,0.600200519,0.194591703
Apple Inc.,AAPL,320193,4/1/2017,15157000000,1.0199E+11,3.34532E+11,2910000000,11579000000,73342000000,2.0045E+11,1.34082E+11,28648000000,1.390608383,1.494980683,0.599195294,0.20666194
Apple Inc.,AAPL,320193,7/1/2017,18571000000,1.12875E+11,3.45173E+11,3146000000,12399000000,81302000000,2.12748E+11,1.32425E+11,31573000000,1.38834223,1.606554654,0.6163518,0.228419965
Apple Inc.,AAPL,320193,9/30/2017,20289000000,1.28645E+11,3.75319E+11,4855000000,17874000000,1.00814E+11,2.41272E+11,1.34047E+11,27831000000,1.276062848,1.799906003,0.642845153,0.20125181
Apple Inc.,AAPL,320193,12/30/2017,27491000000,1.4381E+11,4.06794E+11,4421000000,23440000000,1.15788E+11,2.66595E+11,1.40199E+11,28022000000,1.242011262,1.901547087,0.655356274,0.237425295
Apple Inc.,AAPL,320193,3/31/2018,45059000000,1.30053E+11,3.67502E+11,7662000000,14324000000,89320000000,2.40624E+11,1.26878E+11,40733000000,1.456034483,1.896498999,0.65475562,0.504467085
Apple Inc.,AAPL,320193,6/30/2018,31971000000,1.15761E+11,3.49197E+11,5936000000,14104000000,88548000000,2.34248E+11,1.14949E+11,27213000000,1.307324841,2.037842869,0.670819051,0.361058409
Apple Inc.,AAPL,320193,9/29/2018,25913000000,1.31339E+11,3.65725E+11,3956000000,23186000000,1.15929E+11,2.58578E+11,1.07147E+11,15410000000,1.132926188,2.413301352,0.707028505,0.223524744
Apple Inc.,AAPL,320193,12/29/2018,44771000000,1.40828E+11,3.73719E+11,4988000000,18077000000,1.08283E+11,2.55827E+11,1.17892E+11,32545000000,1.300555027,2.170011536,0.684543735,0.41346287
Apple Inc.,AAPL,320193,3/30/2019,37988000000,1.23346E+11,3.41998E+11,4884000000,15085000000,93772000000,2.36138E+11,1.0586E+11,29574000000,1.31538199,2.23066314,0.690466026,0.405110267
Apple Inc.,AAPL,320193,6/29/2019,50530000000,1.34973E+11,3.22239E+11,3355000000,14148000000,89704000000,2.25783E+11,96456000000,45269000000,1.504648622,2.340787509,0.700669379,0.563297066
Apple Inc.,AAPL,320193,9/28/2019,48844000000,1.62819E+11,3.38516E+11,4106000000,22926000000,1.05718E+11,2.48028E+11,90488000000,57101000000,1.540125617,2.741004332,0.732692103,0.462021605
Apple Inc.,AAPL,320193,12/28/2019,39771000000,1.63231E+11,3.40618E+11,4097000000,20970000000,1.02161E+11,2.51087E+11,89531000000,61070000000,1.597781932,2.80446996,0.737151296,0.389297286
Apple Inc.,AAPL,320193,3/28/2020,40174000000,1.43753E+11,3.204E+11,3334000000,15722000000,96094000000,2.41975E+11,78425000000,47659000000,1.495962287,3.085431941,0.75522784,0.418069807
Apple Inc.,AAPL,320193,6/27/2020,33383000000,1.40065E+11,3.17344E+11,3978000000,17882000000,95318000000,2.45062E+11,72282000000,44747000000,1.469449632,3.390359979,0.772228244,0.350227659
Apple Inc.,AAPL,320193,9/26/2020,38016000000,1.43713E+11,3.23888E+11,4061000000,16120000000,1.05392E+11,2.58549E+11,65339000000,38321000000,1.363604448,3.95703944,0.798266685,0.36071049
Apple Inc.,AAPL,320193,12/26/2020,36010000000,1.54106E+11,3.54054E+11,4973000000,27101000000,1.32507E+11,2.8783E+11,66224000000,21599000000,1.163002709,4.346309495,0.812955086,0.271759228
Apple Inc.,AAPL,320193,3/27/2021,38466000000,1.21465E+11,3.37158E+11,5219000000,18503000000,1.06385E+11,2.6798E+11,69178000000,15080000000,1.141749307,3.8737749,0.794820233,0.36157353
Apple Inc.,AAPL,320193,6/26/2021,34050000000,1.14423E+11,3.2984E+11,5178000000,17475000000,1.07754E+11,2.6556E+11,64280000000,6669000000,1.061890974,4.13130056,0.805117633,0.31599755
Apple Inc.,AAPL,320193,9/25/2021,34940000000,1.34836E+11,3.51002E+11,6580000000,26278000000,1.25481E+11,2.87912E+11,63090000000,9355000000,1.07455312,4.563512443,0.820257434,0.27844853
Apple Inc.,AAPL,320193,12/25/2021,37119000000,1.53154E+11,3.81191E+11,5876000000,30213000000,1.47574E+11,3.09259E+11,71932000000,5580000000,1.037811539,4.299324362,0.811296699,0.251528047
Apple Inc.,AAPL,320193,3/26/2022,28098000000,1.1818E+11,3.50662E+11,5460000000,20815000000,1.27508E+11,2.83263E+11,67399000000,-9328000000,0.926843806,4.202777489,0.807794971,0.220362644
Apple Inc.,AAPL,320193,6/25/2022,27502000000,1.12292E+11,3.36309E+11,5433000000,21803000000,1.29873E+11,2.78202E+11,58107000000,-17581000000,0.864629292,4.787753627,0.827221395,0.21176072
Apple Inc.,AAPL,320193,9/24/2022,23646000000,1.35405E+11,3.52755E+11,4946000000,28184000000,1.53982E+11,3.02083E+11,50672000000,-18577000000,0.879356029,5.961536943,0.85635356,0.153563404
Apple Inc.,AAPL,320193,12/31/2022,20535000000,1.28777E+11,3.46747E+11,6820000000,23752000000,1.37286E+11,2.9002E+11,56727000000,-8509000000,0.9380199,5.112556631,0.836402334,0.149578253
Apple Inc.,AAPL,320193,4/1/2023,24687000000,1.12913E+11,3.3216E+11,7482000000,17936000000,1.20075E+11,2.70002E+11,62158000000,-7162000000,0.940353945,4.343801281,0.812867293,0.205596502
Apple Inc.,AAPL,320193,7/1/2023,28408000000,1.22659E+11,3.35038E+11,7351000000,19549000000,1.24963E+11,2.74764E+11,60274000000,-2304000000,0.981562543,4.558582473,0.820098019,0.22733129
Apple Inc.,AAPL,320193,9/30/2023,29965000000,1.43566E+11,3.52583E+11,6331000000,29508000000,1.45308E+11,2.90437E+11,62146000000,-1742000000,0.988011672,4.673462492,0.823740793,0.206217139
Apple Inc.,AAPL,320193,12/30/2023,40760000000,1.43692E+11,3.53514E+11,6511000000,23194000000,1.33973E+11,2.79414E+11,74100000000,9719000000,1.072544468,3.770769231,0.790390197,0.304240407
Apple Inc.,AAPL,320193,3/30/2024,32695000000,1.28416E+11,3.37411E+11,6232000000,21837000000,1.23822E+11,2.63217E+11,74194000000,4594000000,1.037101646,3.547685797,0.78010794,0.264048392
Apple Inc.,AAPL,320193,6/29/2024,25565000000,1.25435E+11,3.31612E+11,6165000000,22795000000,1.31624E+11,2.64904E+11,66708000000,-6189000000,0.9529797,3.971097919,0.798837195,0.194227497
Apple Inc.,AAPL,320193,9/28/2024,29943000000,1.52987E+11,3.6498E+11,7286000000,33410000000,1.76392E+11,3.0803E+11,56950000000,-23405000000,0.867312577,5.408779631,0.843964053,0.169752596
Apple Inc.,AAPL,320193,12/28/2024,30299000000,1.3324E+11,3.44085E+11,6911000000,29639000000,1.44365E+11,2.77327E+11,66758000000,-11125000000,0.922938385,4.154213727,0.805983987,0.20987774
Apple Inc.,AAPL,320193,3/29/2025,28162000000,1.18674E+11,3.31233E+11,6269000000,26136000000,1.44571E+11,2.64437E+11,66796000000,-25897000000,0.820870022,3.958874783,0.798341349,0.19479702
Apple Inc.,AAPL,320193,6/28/2025,36269000000,1.22491E+11,3.31495E+11,5925000000,27557000000,1.4112E+11,2.65665E+11,65830000000,-18629000000,0.86799178,4.035622057,0.801414803,0.25700822
Apple Inc.,AAPL,320193,9/27/2025,35934000000,1.47957E+11,3.59241E+11,5718000000,39777000000,1.65631E+11,2.85508E+11,73733000000,-17674000000,0.893292922,3.872187487,0.794753383,0.216952141
Apple Inc.,AAPL,320193,12/27/2025,45317000000,1.58104E+11,3.79297E+11,5875000000,39921000000,1.62367E+11,2.91107E+11,88190000000,-4263000000,0.973744665,3.300907132,0.767490911,0.279102281
Apple Inc.,AAPL,320193,3/28/2026,45572000000,1.44114E+11,3.71082E+11,6747000000,30339000000,1.34641E+11,2.64591E+11,1.06491E+11,9473000000,1.070357469,2.484632504,0.713025692,0.338470451
ADVANCED MICRO DEVICES INC,AMD,2488,12/27/2008,933000000,,,,,,,,,,,,
ADVANCED MICRO DEVICES INC,AMD,2488,6/27/2009,1979000000,,,,,,,,,,,,
ADVANCED MICRO DEVICES INC,AMD,2488,9/26/2009,1847000000,,,,,,,,,,,,
ADVANCED MICRO DEVICES INC,AMD,2488,12/26/2009,1657000000,4275000000,9078000000,567000000,745000000,2210000000,,648000000,2065000000,1.93438914,,,0.749773756
ADVANCED MICRO DEVICES INC,AMD,2488,3/27/2010,642000000,,,,,,,,,,,,
ADVANCED MICRO DEVICES INC,AMD,2488,6/26/2010,1084000000,3313000000,4955000000,581000000,725000000,1630000000,,752000000,1683000000,2.032515337,,,0.665030675
ADVANCED MICRO DEVICES INC,AMD,2488,9/25/2010,620000000,3212000000,4595000000,622000000,765000000,1665000000,,614000000,1547000000,1.929129129,,,0.372372372
ADVANCED MICRO DEVICES INC,AMD,2488,12/25/2010,606000000,3594000000,4964000000,632000000,968000000,1674000000,,1013000000,1920000000,2.146953405,,,0.362007168
ADVANCED MICRO DEVICES INC,AMD,2488,4/2/2011,602000000,3411000000,5209000000,648000000,797000000,1375000000,,1558000000,2036000000,2.480727273,,,0.437818182
ADVANCED MICRO DEVICES INC,AMD,2488,7/2/2011,554000000,3438000000,5224000000,642000000,759000000,1312000000,,1641000000,2126000000,2.620426829,,,0.422256098
ADVANCED MICRO DEVICES INC,AMD,2488,10/1/2011,625000000,3412000000,5236000000,540000000,908000000,1855000000,,1744000000,1557000000,1.8393531,,,0.336927224
ADVANCED MICRO DEVICES INC,AMD,2488,12/31/2011,869000000,3229000000,4954000000,476000000,919000000,1774000000,,1590000000,1455000000,1.820180383,,,0.489853439
ADVANCED MICRO DEVICES INC,AMD,2488,3/31/2012,1193000000,3195000000,4988000000,585000000,962000000,2347000000,,1052000000,848000000,1.361312314,,,0.508308479
ADVANCED MICRO DEVICES INC,AMD,2488,6/30/2012,1015000000,3233000000,5041000000,833000000,744000000,2352000000,,1117000000,881000000,1.37457483,,,0.431547619
ADVANCED MICRO DEVICES INC,AMD,2488,9/29/2012,776000000,2815000000,4612000000,744000000,683000000,1555000000,,989000000,1260000000,1.810289389,,,0.49903537
ADVANCED MICRO DEVICES INC,AMD,2488,12/29/2012,549000000,2265000000,4000000000,562000000,630000000,1397000000,,538000000,868000000,1.621331424,,,0.392984968
ADVANCED MICRO DEVICES INC,AMD,2488,3/30/2013,441000000,2338000000,3797000000,613000000,645000000,1321000000,,415000000,1017000000,1.76987131,,,0.333838002
ADVANCED MICRO DEVICES INC,AMD,2488,6/29/2013,334000000,2458000000,3897000000,711000000,670000000,1451000000,,359000000,1007000000,1.694004135,,,0.230186079
ADVANCED MICRO DEVICES INC,AMD,2488,9/28/2013,543000000,2939000000,4317000000,922000000,873000000,1762000000,,434000000,1177000000,1.667990919,,,0.308172531
ADVANCED MICRO DEVICES INC,AMD,2488,12/28/2013,869000000,2884000000,4337000000,884000000,832000000,1618000000,,544000000,1266000000,1.782447466,,,0.537082818
ADVANCED MICRO DEVICES INC,AMD,2488,3/29/2014,554000000,2690000000,4108000000,869000000,840000000,1384000000,,511000000,1306000000,1.943641618,,,0.400289017
ADVANCED MICRO DEVICES INC,AMD,2488,6/28/2014,503000000,2932000000,4246000000,960000000,872000000,1505000000,,501000000,1427000000,1.948172757,,,0.334219269
ADVANCED MICRO DEVICES INC,AMD,2488,9/27/2014,640000000,3020000000,4325000000,897000000,973000000,1566000000,,535000000,1454000000,1.928480204,,,0.408684547
ADVANCED MICRO DEVICES INC,AMD,2488,12/27/2014,805000000,2736000000,3767000000,685000000,818000000,1440000000,,187000000,1296000000,1.9,,,0.559027778
ADVANCED MICRO DEVICES INC,AMD,2488,3/28/2015,677000000,2497000000,3428000000,688000000,771000000,1292000000,,17000000,1205000000,1.932662539,,,0.523993808
ADVANCED MICRO DEVICES INC,AMD,2488,6/27/2015,829000000,2451000000,3381000000,799000000,687000000,1399000000,,-141000000,1052000000,1.75196569,,,0.592566119
ADVANCED MICRO DEVICES INC,AMD,2488,9/26/2015,755000000,2466000000,3229000000,761000000,648000000,1449000000,,-336000000,1017000000,1.701863354,,,0.521048999
ADVANCED MICRO DEVICES INC,AMD,2488,12/26/2015,785000000,2320000000,3084000000,678000000,533000000,1403000000,,-412000000,917000000,1.65359943,,,0.559515324
ADVANCED MICRO DEVICES INC,AMD,2488,3/26/2016,716000000,2226000000,2981000000,675000000,508000000,1328000000,,-503000000,898000000,1.676204819,,,0.539156627
ADVANCED MICRO DEVICES INC,AMD,2488,6/25/2016,957000000,2506000000,3316000000,743000000,671000000,1581000000,,-413000000,925000000,1.585072739,,,0.605313093
ADVANCED MICRO DEVICES INC,AMD,2488,9/24/2016,1258000000,2824000000,3616000000,772000000,640000000,1473000000,,385000000,1351000000,1.917175832,,,0.854039375
ADVANCED MICRO DEVICES INC,AMD,2488,12/31/2016,1264000000,2530000000,3321000000,751000000,311000000,1346000000,,416000000,1184000000,1.879643388,,,0.939078752
ADVANCED MICRO DEVICES INC,AMD,2488,4/1/2017,722000000,2498000000,3299000000,839000000,494000000,1372000000,,409000000,1126000000,1.820699708,,,0.526239067
ADVANCED MICRO DEVICES INC,AMD,2488,7/1/2017,760000000,2511000000,3370000000,833000000,614000000,1449000000,,417000000,1062000000,1.732919255,,,0.524499655
ADVANCED MICRO DEVICES INC,AMD,2488,9/30/2017,879000000,2699000000,3586000000,794000000,771000000,1591000000,,520000000,1108000000,1.696417348,,,0.552482715
ADVANCED MICRO DEVICES INC,AMD,2488,12/30/2017,1185000000,2634000000,3552000000,694000000,454000000,1513000000,,596000000,1121000000,1.740912095,,,0.783212161
ADVANCED MICRO DEVICES INC,AMD,2488,3/31/2018,1045000000,2751000000,3763000000,715000000,738000000,1697000000,,715000000,1054000000,1.621096052,,,0.615792575
